"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","02-import template cv successfully","chromium","2026-01-28","failed","2026-01-28","","CvGenerator-03-Verify-NewTab.spec.js","",""
